bin,trades,censored,winners,losers,ties,win_rate,mean_winner,median_winner,mean_loser,median_loser,average_return,median_return,expectancy,profit_factor,average_holding,median_holding,worst_return,p05_return,expected_shortfall05,top5_share_gross_profit,module,feature,group_type,year,symbol,partition
4,68,0,29,39,0,0.4264705882352941,0.06080061728771847,0.02673704460821491,-0.027498671796047668,-0.016850229280586104,0.010158377960264356,-0.0049722037478824865,0.010158377960264356,1.644105422777938,6.323529411764706,4.5,-0.1126027235719641,-0.07899660478614574,-0.09927317260472104,0.5752636550635019,pullback,rsi_distance_from_avg,bin,,,
5,67,0,31,36,0,0.4626865671641791,0.06184456395766525,0.029164028354140337,-0.024352946984887682,-0.01856889347288815,0.0155294834512189,-0.005853975301084002,0.0155294834512189,2.1868006865376466,6.7611940298507465,4.0,-0.0894435172802529,-0.0547691510462821,-0.0683828194537093,0.5629035892536474,pullback,rsi_distance_from_avg,bin,,,
1,2,0,2,0,0,1.0,0.01835860643212872,0.01835860643212872,,,0.01835860643212872,0.01835860643212872,0.01835860643212872,inf,5.0,5.0,0.018044138182751412,0.018075585007689143,0.018044138182751412,1.0,pullback,rsi_distance_from_avg,bin/year,2021.0,,
1,2,0,2,0,0,1.0,0.12776304536901284,0.12776304536901284,,,0.12776304536901284,0.12776304536901284,0.12776304536901284,inf,12.0,12.0,0.02352778436974834,0.03395131046967479,0.02352778436974834,1.0,pullback,rsi_distance_from_avg,bin/year,2022.0,,
1,14,0,7,7,0,0.5,0.013801105149960342,0.014429408801815757,-0.03907642077129923,-0.02443087197900784,-0.012637657810669445,0.0003896723672199287,-0.012637657810669445,0.3531824276008654,5.428571428571429,5.0,-0.0831176235195954,-0.07924326493137575,-0.0831176235195954,0.8844463308619156,pullback,rsi_distance_from_avg,bin/year,2023.0,,
1,24,0,10,14,0,0.4166666666666667,0.11782878421808815,0.04884292676353774,-0.0272505432759487,-0.020760846334079208,0.03319917651323332,-0.010821798036115493,0.03319917651323332,3.0885041977462864,5.041666666666667,3.0,-0.07515021378004416,-0.0630368226221718,-0.0711874101340168,0.9513891215753281,pullback,rsi_distance_from_avg,bin/year,2024.0,,
1,21,0,9,12,0,0.42857142857142855,0.04069984861917732,0.02950535400509713,-0.02373035230996649,-0.017613365967153682,0.003882590945380856,-0.010505776776028042,0.003882590945380856,1.2863225149659017,5.0,2.0,-0.05602423054799366,-0.042995593331415116,-0.04950991193970439,0.8479376918689633,pullback,rsi_distance_from_avg,bin/year,2025.0,,
1,10,0,1,9,0,0.1,0.027472009792860907,0.027472009792860907,-0.031169379104499115,-0.02166027222636524,-0.025305240214763113,-0.016783865286406352,-0.025305240214763113,0.09793090591591214,3.4,3.0,-0.1245550227332578,-0.08801193530766918,-0.1245550227332578,1.0,pullback,rsi_distance_from_avg,bin/year,2026.0,,
2,5,0,1,4,0,0.2,0.00963475442801176,0.00963475442801176,-0.03204914617265647,-0.02809896884130192,-0.023712366052522825,-0.023562223762774726,-0.023712366052522825,0.07515609289641459,4.0,3.0,-0.07192572120350427,-0.06406771974676924,-0.07192572120350427,1.0,pullback,rsi_distance_from_avg,bin/year,2021.0,,
2,10,0,6,4,0,0.6,0.047737425475166795,0.03961528903528255,-0.01495153623868864,-0.013283864333133721,0.02266184078962462,0.01756919479882746,0.02266184078962462,4.789216109275911,7.3,5.0,-0.02208525231546077,-0.018755951487345622,-0.02208525231546077,0.9895103771412638,pullback,rsi_distance_from_avg,bin/year,2022.0,,
2,7,0,1,6,0,0.14285714285714285,0.11628056854520397,0.11628056854520397,-0.030371250056301147,-0.029405417503946762,-0.00942099025608613,-0.01737031535232403,-0.00942099025608613,0.638106588356023,4.0,3.0,-0.06463029962884637,-0.058019199061803625,-0.06463029962884637,1.0,pullback,rsi_distance_from_avg,bin/year,2023.0,,
2,22,0,10,12,0,0.45454545454545453,0.057347820891500256,0.016758945908245892,-0.02097970785779721,-0.019467573405973715,0.014623714300974366,-0.008259013116380443,0.014623714300974366,2.277908303911656,6.181818181818182,4.5,-0.04127999441964281,-0.03274605731052767,-0.037087034351037884,0.9202558982509266,pullback,rsi_distance_from_avg,bin/year,2024.0,,
2,22,0,11,11,0,0.5,0.034334240358639766,0.025333288944128896,-0.036557764660720464,-0.03108310590361718,-0.0011117621510403478,-0.00536420995609227,-0.0011117621510403478,0.9391777828125863,5.0,3.0,-0.08548078352458766,-0.06639357971472903,-0.076296608985575,0.8115853569084721,pullback,rsi_distance_from_avg,bin/year,2025.0,,
2,16,0,5,11,0,0.3125,0.03350973885101647,0.020670945493391546,-0.02168168668400705,-0.022402631923971295,-0.004434366204312201,-0.008836930690171885,-0.004434366204312201,0.7025145091211947,3.875,3.0,-0.04789171616940058,-0.041590005653274364,-0.04789171616940058,1.0,pullback,rsi_distance_from_avg,bin/year,2026.0,,
3,5,0,1,4,0,0.2,0.02349234046832982,0.02349234046832982,-0.036248580531375085,-0.03342172098387003,-0.024300396331434104,-0.02156208713716512,-0.024300396331434104,0.1620224855977184,4.0,4.0,-0.07314156735452881,-0.06756952484973804,-0.07314156735452881,1.0,pullback,rsi_distance_from_avg,bin/year,2021.0,,
3,10,0,2,8,0,0.2,0.005622146864564526,0.005622146864564526,-0.04316267232944679,-0.036542180893108955,-0.033405708490644524,-0.03315435770112435,-0.033405708490644524,0.032563709341560734,2.4,2.0,-0.07398908190423958,-0.07379790636321357,-0.07398908190423958,1.0,pullback,rsi_distance_from_avg,bin/year,2022.0,,
3,13,0,5,8,0,0.38461538461538464,0.03467249130346657,0.03279489753850107,-0.013310762805010604,-0.009179632718811837,0.005144334929019078,-0.006786271286123524,0.005144334929019078,1.6280289403481216,4.461538461538462,4.0,-0.03816931896141029,-0.026990401273180198,-0.03816931896141029,1.0,pullback,rsi_distance_from_avg,bin/year,2023.0,,
3,16,0,6,10,0,0.375,0.08041393758204866,0.06722187434920257,-0.025872281657407757,-0.022804203405258627,0.013985050557388398,-0.006811499508822372,0.013985050557388398,1.8648669331958478,8.125,4.0,-0.08507599054788184,-0.05346054478808049,-0.08507599054788184,0.9922654607013691,pullback,rsi_distance_from_avg,bin/year,2024.0,,
3,16,0,10,6,0,0.625,0.10012602909608943,0.07223764662550425,-0.02917652010547267,-0.030906878778831914,0.05163757314550364,0.026290868631371533,0.05163757314550364,5.719555127098513,8.0625,5.0,-0.04398461422731936,-0.03646215951366222,-0.04398461422731936,0.8141842815172338,pullback,rsi_distance_from_avg,bin/year,2025.0,,
3,13,0,6,7,0,0.46153846153846156,0.05260776282655925,0.042507335624919707,-0.03050645277139241,-0.026219264432567724,0.0078539544276622,-0.012511677514770336,0.0078539544276622,1.4781255780526668,6.384615384615385,3.0,-0.05057196028712485,-0.043805828253642876,-0.05057196028712485,0.9596276371311736,pullback,rsi_distance_from_avg,bin/year,2026.0,,
4,4,0,1,3,0,0.25,0.10856882775811649,0.10856882775811649,-0.040536747545372766,-0.05066663953993056,-0.003260353719500453,-0.02829315432104862,-0.003260353719500453,0.8927605553997267,4.5,3.5,-0.06502393399402107,-0.06287033982590749,-0.06502393399402107,1.0,pullback,rsi_distance_from_avg,bin/year,2021.0,,
4,4,0,2,2,0,0.5,0.02675732538019604,0.02675732538019604,-0.012816672060980583,-0.012816672060980583,0.0069703266596077285,0.002590971149537491,0.0069703266596077285,2.0876968102864044,4.5,3.5,-0.023683079537273888,-0.020423157294385895,-0.023683079537273888,1.0,pullback,rsi_distance_from_avg,bin/year,2022.0,,
4,18,0,9,9,0,0.5,0.058029270303862485,0.02627702200727655,-0.03211590967582197,-0.01876552678381127,0.01295668031402026,-0.006365648186268447,0.01295668031402026,1.8068698937570198,6.611111111111111,3.0,-0.09911242688951127,-0.052111684143424736,-0.09911242688951127,0.938223316664161,pullback,rsi_distance_from_avg,bin/year,2023.0,,
4,14,0,6,8,0,0.42857142857142855,0.02445439424345741,0.02085138136319109,-0.043388750820666705,-0.033440138797108665,-0.014313117221756369,-0.0047406769735769405,-0.014313117221756369,0.42270854393570295,6.571428571428571,5.0,-0.1126027235719641,-0.10366812633426478,-0.1126027235719641,0.9869257003084857,pullback,rsi_distance_from_avg,bin/year,2024.0,,
4,18,0,8,10,0,0.4444444444444444,0.0922802110857068,0.03985277923972874,-0.011434304778176085,-0.009629321703714833,0.03466103560577186,-0.0015524609083659713,0.03466103560577186,6.456375818271771,7.611111111111111,7.0,-0.03330048434348132,-0.022719604762727233,-0.03330048434348132,0.9741544828485855,pullback,rsi_distance_from_avg,bin/year,2025.0,,
4,10,0,3,7,0,0.3,0.06463431198138858,0.04432301493966806,-0.02495833883689824,-0.014381921858600877,0.0019194564085878052,-0.00950394161086393,0.0019194564085878052,1.1098663096777495,4.6,3.5,-0.0865203505972898,-0.06247230617533052,-0.0865203505972898,1.0,pullback,rsi_distance_from_avg,bin/year,2026.0,,
5,1,0,0,1,0,0.0,,,-0.022500274633823092,-0.022500274633823092,-0.022500274633823092,-0.022500274633823092,-0.022500274633823092,0.0,4.0,4.0,-0.022500274633823092,-0.022500274633823092,-0.022500274633823092,,pullback,rsi_distance_from_avg,bin/year,2021.0,,
5,16,0,8,8,0,0.5,0.06244623093107429,0.010634406661300444,-0.03144005853642341,-0.03290930314496393,0.01550308619732544,-0.002917286009142539,0.01550308619732544,1.9861995758923325,4.6875,3.5,-0.06373742723032128,-0.049220598425782386,-0.06373742723032128,0.9873588319067406,pullback,rsi_distance_from_avg,bin/year,2022.0,,
5,11,0,7,4,0,0.6363636363636364,0.059213228874968875,0.04292021527164791,-0.009816460687499223,-0.009365846030959302,0.03411152357952593,0.002258931603576375,0.03411152357952593,10.55606025735472,9.272727272727273,5.0,-0.012954105448040654,-0.011444233934840231,-0.012954105448040654,0.9921461405061006,pullback,rsi_distance_from_avg,bin/year,2023.0,,
5,14,0,8,6,0,0.5714285714285714,0.05376903253961224,0.05253115403841624,-0.014187915943136342,-0.013129156352223892,0.024644626047005704,0.011664312663109966,0.024644626047005704,5.053035532031888,9.214285714285714,8.5,-0.03206818287017543,-0.020750403989441918,-0.03206818287017543,0.8902610600812132,pullback,rsi_distance_from_avg,bin/year,2024.0,,
5,15,0,5,10,0,0.3333333333333333,0.03090915802257026,0.032466830876140884,-0.018482471171866667,-0.016424803875005056,-0.0020185947737210237,-0.007412026222724188,-0.0020185947737210237,0.8361749285349633,5.4,5.0,-0.037351377094115845,-0.03452742511514625,-0.037351377094115845,1.0,pullback,rsi_distance_from_avg,bin/year,2025.0,,
5,10,0,3,7,0,0.3,0.13947366089483237,0.20572994681115397,-0.04192389977189494,-0.025787053922185277,0.012495368428123255,-0.020770057285367793,0.012495368428123255,1.425784013963726,6.2,3.0,-0.0894435172802529,-0.07670216380598521,-0.0894435172802529,1.0,pullback,rsi_distance_from_avg,bin/year,2026.0,,
1,3,0,1,2,0,0.3333333333333333,0.06471646516076879,0.06471646516076879,-0.0215964736960661,-0.0215964736960661,0.007174505922878864,-0.004813970447654192,0.007174505922878864,1.4983109296347117,7.333333333333333,4.0,-0.038378976944478005,-0.03502247629479562,-0.038378976944478005,1.0,pullback,rsi_distance_from_avg,bin/symbol,,AAPL,
1,3,0,0,3,0,0.0,,,-0.023562693774019577,-0.02116890958104045,-0.023562693774019577,-0.02116890958104045,-0.023562693774019577,0.0,3.0,2.0,-0.039250409908816675,-0.03744225987603905,-0.039250409908816675,,pullback,rsi_distance_from_avg,bin/symbol,,ABNB,
1,1,0,1,0,0,1.0,0.025696239216780326,0.025696239216780326,,,0.025696239216780326,0.025696239216780326,0.025696239216780326,inf,10.0,10.0,0.025696239216780326,0.025696239216780326,0.025696239216780326,1.0,pullback,rsi_distance_from_avg,bin/symbol,,AMZN,
1,1,0,1,0,0,1.0,0.10255547856724445,0.10255547856724445,,,0.10255547856724445,0.10255547856724445,0.10255547856724445,inf,12.0,12.0,0.10255547856724445,0.10255547856724445,0.10255547856724445,1.0,pullback,rsi_distance_from_avg,bin/symbol,,ASML,
1,1,0,1,0,0,1.0,0.3082573147516232,0.3082573147516232,,,0.3082573147516232,0.3082573147516232,0.3082573147516232,inf,11.0,11.0,0.3082573147516232,0.3082573147516232,0.3082573147516232,1.0,pullback,rsi_distance_from_avg,bin/symbol,,AVGO,
1,1,0,1,0,0,1.0,0.0792365645268791,0.0792365645268791,,,0.0792365645268791,0.0792365645268791,0.0792365645268791,inf,16.0,16.0,0.0792365645268791,0.0792365645268791,0.0792365645268791,1.0,pullback,rsi_distance_from_avg,bin/symbol,,BAC,
1,1,0,0,1,0,0.0,,,-0.03930604738253851,-0.03930604738253851,-0.03930604738253851,-0.03930604738253851,-0.03930604738253851,0.0,2.0,2.0,-0.03930604738253851,-0.03930604738253851,-0.03930604738253851,,pullback,rsi_distance_from_avg,bin/symbol,,CAT,
1,1,0,1,0,0,1.0,0.3772778409455566,0.3772778409455566,,,0.3772778409455566,0.3772778409455566,0.3772778409455566,inf,6.0,6.0,0.3772778409455566,0.3772778409455566,0.3772778409455566,1.0,pullback,rsi_distance_from_avg,bin/symbol,,COIN,
1,1,0,1,0,0,1.0,0.01867307468150603,0.01867307468150603,,,0.01867307468150603,0.01867307468150603,0.01867307468150603,inf,2.0,2.0,0.01867307468150603,0.01867307468150603,0.01867307468150603,1.0,pullback,rsi_distance_from_avg,bin/symbol,,COP,
1,1,0,1,0,0,1.0,0.027472009792860907,0.027472009792860907,,,0.027472009792860907,0.027472009792860907,0.027472009792860907,inf,10.0,10.0,0.027472009792860907,0.027472009792860907,0.027472009792860907,1.0,pullback,rsi_distance_from_avg,bin/symbol,,COST,
1,1,0,0,1,0,0.0,,,-0.014873303865131526,-0.014873303865131526,-0.014873303865131526,-0.014873303865131526,-0.014873303865131526,0.0,2.0,2.0,-0.014873303865131526,-0.014873303865131526,-0.014873303865131526,,pullback,rsi_distance_from_avg,bin/symbol,,CRWD,
1,1,0,1,0,0,1.0,0.02352778436974834,0.02352778436974834,,,0.02352778436974834,0.02352778436974834,0.02352778436974834,inf,5.0,5.0,0.02352778436974834,0.02352778436974834,0.02352778436974834,1.0,pullback,rsi_distance_from_avg,bin/symbol,,CVX,
1,1,0,1,0,0,1.0,0.01022578656529971,0.01022578656529971,,,0.01022578656529971,0.01022578656529971,0.01022578656529971,inf,7.0,7.0,0.01022578656529971,0.01022578656529971,0.01022578656529971,1.0,pullback,rsi_distance_from_avg,bin/symbol,,DE,
1,2,0,1,1,0,0.5,0.002681671848250522,0.002681671848250522,-0.02448684551331337,-0.02448684551331337,-0.010902586832531425,-0.010902586832531425,-0.010902586832531425,0.10951479425116277,2.0,2.0,-0.02448684551331337,-0.023128419645235175,-0.02448684551331337,1.0,pullback,rsi_distance_from_avg,bin/symbol,,ETN,
1,2,0,2,0,0,1.0,0.11810656015552679,0.11810656015552679,,,0.11810656015552679,0.11810656015552679,0.11810656015552679,inf,10.5,10.5,0.00421481394277623,0.015603988564051286,0.00421481394277623,1.0,pullback,rsi_distance_from_avg,bin/symbol,,GE,
1,3,0,2,1,0,0.6666666666666666,0.020453342243680894,0.020453342243680894,-0.009247105715760928,-0.009247105715760928,0.010553192923866953,0.014429408801815757,0.010553192923866953,4.423728434037444,6.0,5.0,-0.009247105715760928,-0.0068794542640032595,-0.009247105715760928,1.0,pullback,rsi_distance_from_avg,bin/symbol,,GOOGL,
1,3,0,1,2,0,0.3333333333333333,0.0021211928215578713,0.0021211928215578713,-0.0133089099364046,-0.0133089099364046,-0.00816554235041711,-0.0049575476464439605,-0.00816554235041711,0.07969070463673568,3.0,3.0,-0.02166027222636524,-0.019989999768373113,-0.02166027222636524,1.0,pullback,rsi_distance_from_avg,bin/symbol,,GS,
1,1,0,0,1,0,0.0,,,-0.036432239169558955,-0.036432239169558955,-0.036432239169558955,-0.036432239169558955,-0.036432239169558955,0.0,2.0,2.0,-0.036432239169558955,-0.036432239169558955,-0.036432239169558955,,pullback,rsi_distance_from_avg,bin/symbol,,HD,
1,1,0,1,0,0,1.0,0.002948599488656889,0.002948599488656889,,,0.002948599488656889,0.002948599488656889,0.002948599488656889,inf,7.0,7.0,0.002948599488656889,0.002948599488656889,0.002948599488656889,1.0,pullback,rsi_distance_from_avg,bin/symbol,,HON,
1,2,0,1,1,0,0.5,0.2936621140621698,0.2936621140621698,-0.05602423054799366,-0.05602423054799366,0.11881894175708807,0.11881894175708807,0.11881894175708807,5.241698300712966,4.0,4.0,-0.05602423054799366,-0.038539913317485484,-0.05602423054799366,1.0,pullback,rsi_distance_from_avg,bin/symbol,,HOOD,
1,3,0,2,1,0,0.6666666666666666,0.008617164507009,0.008617164507009,-0.020271826814071803,-0.020271826814071803,-0.0010124992666846004,0.003732268341684497,-0.0010124992666846004,0.8501616145445113,5.666666666666667,3.0,-0.020271826814071803,-0.017871417298496173,-0.020271826814071803,1.0,pullback,rsi_distance_from_avg,bin/symbol,,JPM,
1,1,0,0,1,0,0.0,,,-0.01626982634510543,-0.01626982634510543,-0.01626982634510543,-0.01626982634510543,-0.01626982634510543,0.0,2.0,2.0,-0.01626982634510543,-0.01626982634510543,-0.01626982634510543,,pullback,rsi_distance_from_avg,bin/symbol,,MA,
1,1,0,1,0,0,1.0,0.0236679703134286,0.0236679703134286,,,0.0236679703134286,0.0236679703134286,0.0236679703134286,inf,7.0,7.0,0.0236679703134286,0.0236679703134286,0.0236679703134286,1.0,pullback,rsi_distance_from_avg,bin/symbol,,META,
1,1,0,0,1,0,0.0,,,-0.1245550227332578,-0.1245550227332578,-0.1245550227332578,-0.1245550227332578,-0.1245550227332578,0.0,3.0,3.0,-0.1245550227332578,-0.1245550227332578,-0.1245550227332578,,pullback,rsi_distance_from_avg,bin/symbol,,MRVL,
1,3,0,1,2,0,0.3333333333333333,0.004392217816948651,0.004392217816948651,-0.012288832275914874,-0.012288832275914874,-0.006728482244960365,-0.008138288758094081,-0.006728482244960365,0.1787076964813429,5.666666666666667,4.0,-0.016439375793735667,-0.015609267090171509,-0.016439375793735667,1.0,pullback,rsi_distance_from_avg,bin/symbol,,MS,
1,1,0,1,0,0,1.0,0.018044138182751412,0.018044138182751412,,,0.018044138182751412,0.018044138182751412,0.018044138182751412,inf,8.0,8.0,0.018044138182751412,0.018044138182751412,0.018044138182751412,1.0,pullback,rsi_distance_from_avg,bin/symbol,,MSFT,
1,1,0,0,1,0,0.0,,,-0.03297354589743795,-0.03297354589743795,-0.03297354589743795,-0.03297354589743795,-0.03297354589743795,0.0,2.0,2.0,-0.03297354589743795,-0.03297354589743795,-0.03297354589743795,,pullback,rsi_distance_from_avg,bin/symbol,,NFLX,
1,1,0,1,0,0,1.0,0.019817539768247627,0.019817539768247627,,,0.019817539768247627,0.019817539768247627,0.019817539768247627,inf,3.0,3.0,0.019817539768247627,0.019817539768247627,0.019817539768247627,1.0,pullback,rsi_distance_from_avg,bin/symbol,,NOW,
1,1,0,0,1,0,0.0,,,-0.043348161787505335,-0.043348161787505335,-0.043348161787505335,-0.043348161787505335,-0.043348161787505335,0.0,3.0,3.0,-0.043348161787505335,-0.043348161787505335,-0.043348161787505335,,pullback,rsi_distance_from_avg,bin/symbol,,NVDA,
1,3,0,0,3,0,0.0,,,-0.03743098671741326,-0.016853932584269704,-0.03743098671741326,-0.016853932584269704,-0.03743098671741326,0.0,2.3333333333333335,2.0,-0.0831176235195954,-0.07649125442606283,-0.0831176235195954,,pullback,rsi_distance_from_avg,bin/symbol,,ORCL,
1,2,0,1,1,0,0.5,0.06757213702041098,0.06757213702041098,-0.02443087197900784,-0.02443087197900784,0.02157063252070157,0.02157063252070157,0.02157063252070157,2.765850399382886,12.5,12.5,-0.02443087197900784,-0.0198307215290369,-0.02443087197900784,1.0,pullback,rsi_distance_from_avg,bin/symbol,,PANW,
1,4,0,1,3,0,0.25,0.02950535400509713,0.02950535400509713,-0.01196364389672929,-0.011907458346447464,-0.0015963944212726844,-0.008726090838567735,-0.0015963944212726844,0.8220838138109278,3.25,2.0,-0.018438750013052396,-0.017459056263061656,-0.018438750013052396,1.0,pullback,rsi_distance_from_avg,bin/symbol,,PLTR,
1,1,0,1,0,0,1.0,0.07709650021523928,0.07709650021523928,,,0.07709650021523928,0.07709650021523928,0.07709650021523928,inf,10.0,10.0,0.07709650021523928,0.07709650021523928,0.07709650021523928,1.0,pullback,rsi_distance_from_avg,bin/symbol,,QCOM,
1,4,0,1,3,0,0.25,0.03172888715842115,0.03172888715842115,-0.042336060580219846,-0.042995593331415116,-0.023819823645559596,-0.029891787626335042,-0.023819823645559596,0.2498176631109402,3.0,2.0,-0.06722460648798945,-0.0635902545145033,-0.06722460648798945,1.0,pullback,rsi_distance_from_avg,bin/symbol,,ROKU,
1,1,0,0,1,0,0.0,,,-0.024781522283214286,-0.024781522283214286,-0.024781522283214286,-0.024781522283214286,-0.024781522283214286,0.0,3.0,3.0,-0.024781522283214286,-0.024781522283214286,-0.024781522283214286,,pullback,rsi_distance_from_avg,bin/symbol,,SHOP,
1,4,0,1,3,0,0.25,0.032969388366306696,0.032969388366306696,-0.07416481001575485,-0.07515021378004416,-0.04738126042023946,-0.07266867910092661,-0.04738126042023946,0.1481807358471985,3.5,2.0,-0.07715707184541132,-0.07685604313560625,-0.07715707184541132,1.0,pullback,rsi_distance_from_avg,bin/symbol,,SMCI,
1,1,0,0,1,0,0.0,,,-0.02169468683507292,-0.02169468683507292,-0.02169468683507292,-0.02169468683507292,-0.02169468683507292,0.0,2.0,2.0,-0.02169468683507292,-0.02169468683507292,-0.02169468683507292,,pullback,rsi_distance_from_avg,bin/symbol,,TSLA,
1,2,0,0,2,0,0.0,,,-0.011261018920667498,-0.011261018920667498,-0.011261018920667498,-0.011261018920667498,-0.011261018920667498,0.0,4.5,4.5,-0.020352783087117965,-0.01944360667047292,-0.020352783087117965,,pullback,rsi_distance_from_avg,bin/symbol,,TSM,
1,4,0,1,3,0,0.25,0.008214778879012119,0.008214778879012119,-0.007203249846495267,-0.0072258731632930395,-0.0033487426651184204,-0.0055519863817288795,-0.0033487426651184204,0.3801422531067238,3.5,3.0,-0.010505776776028042,-0.010013791234117792,-0.010505776776028042,1.0,pullback,rsi_distance_from_avg,bin/symbol,,UBER,
1,1,0,0,1,0,0.0,,,-0.013366315663464245,-0.013366315663464245,-0.013366315663464245,-0.013366315663464245,-0.013366315663464245,0.0,2.0,2.0,-0.013366315663464245,-0.013366315663464245,-0.013366315663464245,,pullback,rsi_distance_from_avg,bin/symbol,,V,
1,2,0,1,1,0,0.5,0.014494346861144258,0.014494346861144258,-0.011374834240029386,-0.011374834240029386,0.0015597563105574364,0.0015597563105574364,0.0015597563105574364,1.2742468641992988,7.0,7.0,-0.011374834240029386,-0.010081375184970704,-0.011374834240029386,1.0,pullback,rsi_distance_from_avg,bin/symbol,,WMT,
2,3,0,0,3,0,0.0,,,-0.009856394887421035,-0.0104385517180825,-0.009856394887421035,-0.0104385517180825,-0.009856394887421035,0.0,2.6666666666666665,3.0,-0.014064292125235411,-0.01370171808452012,-0.014064292125235411,,pullback,rsi_distance_from_avg,bin/symbol,,AAPL,
2,2,0,0,2,0,0.0,,,-0.03532301612892186,-0.03532301612892186,-0.03532301612892186,-0.03532301612892186,-0.03532301612892186,0.0,2.5,2.5,-0.042593297738703906,-0.0418662695777257,-0.042593297738703906,,pullback,rsi_distance_from_avg,bin/symbol,,ABNB,
2,3,0,0,3,0,0.0,,,-0.028650110549293745,-0.029933734844327042,-0.028650110549293745,-0.029933734844327042,-0.028650110549293745,0.0,3.3333333333333335,2.0,-0.03108310590361718,-0.030968168797688166,-0.03108310590361718,,pullback,rsi_distance_from_avg,bin/symbol,,AMD,
2,5,0,2,3,0,0.4,0.009294698416839609,0.009294698416839609,-0.029697337321678934,-0.03263571391982911,-0.014100523026271516,-0.023562223762774726,-0.014100523026271516,0.2086539121035276,3.8,2.0,-0.03289407428243296,-0.03284240220991219,-0.03289407428243296,1.0,pullback,rsi_distance_from_avg,bin/symbol,,AMZN,
2,1,0,0,1,0,0.0,,,-0.039247003612743914,-0.039247003612743914,-0.039247003612743914,-0.039247003612743914,-0.039247003612743914,0.0,3.0,3.0,-0.039247003612743914,-0.039247003612743914,-0.039247003612743914,,pullback,rsi_distance_from_avg,bin/symbol,,ARM,
2,2,0,1,1,0,0.5,0.007330258745595231,0.007330258745595231,-0.012607520561398577,-0.012607520561398577,-0.0026386309079016734,-0.0026386309079016734,-0.0026386309079016734,0.581419535260474,2.5,2.5,-0.012607520561398577,-0.011610631596048887,-0.012607520561398577,1.0,pullback,rsi_distance_from_avg,bin/symbol,,ASML,
2,4,0,1,3,0,0.25,0.03644221847396012,0.03644221847396012,-0.015975074106415854,-0.014686806030760446,-0.0028707509613218607,-0.012919985001893397,-0.0028707509613218607,0.7603974840472325,6.0,3.0,-0.02208525231546077,-0.02097548537275572,-0.02208525231546077,1.0,pullback,rsi_distance_from_avg,bin/symbol,,AVGO,
2,2,0,1,1,0,0.5,0.042788359596604986,0.042788359596604986,-0.007911443841303378,-0.007911443841303378,0.017438457877650804,0.017438457877650804,0.017438457877650804,5.408413489990188,5.5,5.5,-0.007911443841303378,-0.005376453669407959,-0.007911443841303378,1.0,pullback,rsi_distance_from_avg,bin/symbol,,BAC,
2,1,0,0,1,0,0.0,,,-0.001685462115425418,-0.001685462115425418,-0.001685462115425418,-0.001685462115425418,-0.001685462115425418,0.0,4.0,4.0,-0.001685462115425418,-0.001685462115425418,-0.001685462115425418,,pullback,rsi_distance_from_avg,bin/symbol,,CAT,
2,1,0,0,1,0,0.0,,,-0.05273533980989609,-0.05273533980989609,-0.05273533980989609,-0.05273533980989609,-0.05273533980989609,0.0,2.0,2.0,-0.05273533980989609,-0.05273533980989609,-0.05273533980989609,,pullback,rsi_distance_from_avg,bin/symbol,,COIN,
2,3,0,1,2,0,0.3333333333333333,0.007977551650454107,0.007977551650454107,-0.015564926767762888,-0.015564926767762888,-0.007717433961690556,-0.013759538183201747,-0.007717433961690556,0.2562669188709811,5.666666666666667,6.0,-0.01737031535232403,-0.0170092376354118,-0.01737031535232403,1.0,pullback,rsi_distance_from_avg,bin/symbol,,COP,
2,2,0,2,0,0,1.0,0.006635848811319955,0.006635848811319955,,,0.006635848811319955,0.006635848811319955,0.006635848811319955,inf,4.5,4.5,0.0030044855368891454,0.0033676218643322263,0.0030044855368891454,1.0,pullback,rsi_distance_from_avg,bin/symbol,,COST,
2,1,0,1,0,0,1.0,0.08828724903419305,0.08828724903419305,,,0.08828724903419305,0.08828724903419305,0.08828724903419305,inf,11.0,11.0,0.08828724903419305,0.08828724903419305,0.08828724903419305,1.0,pullback,rsi_distance_from_avg,bin/symbol,,CRWD,
2,1,0,0,1,0,0.0,,,-0.07192572120350427,-0.07192572120350427,-0.07192572120350427,-0.07192572120350427,-0.07192572120350427,0.0,2.0,2.0,-0.07192572120350427,-0.07192572120350427,-0.07192572120350427,,pullback,rsi_distance_from_avg,bin/symbol,,DDOG,
2,3,0,3,0,0,1.0,0.05516020910076443,0.06068446538828942,,,0.05516020910076443,0.06068446538828942,0.05516020910076443,inf,10.333333333333334,10.0,0.017095436077103177,0.0214543390082218,0.017095436077103177,1.0,pullback,rsi_distance_from_avg,bin/symbol,,DE,
2,1,0,0,1,0,0.0,,,-0.022642637790717846,-0.022642637790717846,-0.022642637790717846,-0.022642637790717846,-0.022642637790717846,0.0,3.0,3.0,-0.022642637790717846,-0.022642637790717846,-0.022642637790717846,,pullback,rsi_distance_from_avg,bin/symbol,,ETN,
2,2,0,1,1,0,0.5,0.04684770830178664,0.04684770830178664,-0.016292509021229584,-0.016292509021229584,0.015277599640278527,0.015277599640278527,0.015277599640278527,2.87541398569998,8.0,8.0,-0.016292509021229584,-0.013135498155078773,-0.016292509021229584,1.0,pullback,rsi_distance_from_avg,bin/symbol,,GE,
