module,scenario,partition,trades,censored,winners,losers,ties,win_rate,mean_winner,median_winner,mean_loser,median_loser,average_return,median_return,expectancy,profit_factor,average_holding,median_holding,worst_return,p05_return,expected_shortfall05,top5_share_gross_profit
breakout,lock25_2,IN-SAMPLE,468,0,289,179,0,0.6175213675213675,0.031395733515409,0.012013473061081026,-0.042261575114333545,-0.03799857974554577,0.003223386838648499,0.00610062294689373,0.003223386838648499,1.1994158026933743,7.767094017094017,5.0,-0.16202942358134653,-0.07119846746925267,-0.10043179212683766,0.19615307154855846
breakout,lock25_3,BOUNDARY / CENSORED,11,0,7,4,0,0.6363636363636364,0.04130768103102971,0.01290974750748708,-0.025040491510058938,-0.02238005483246619,0.017181072834270204,0.01101488828851993,0.017181072834270204,2.886861936206932,10.727272727272727,10.0,-0.042169318516553145,-0.03362328175062729,-0.042169318516553145,0.9349725969371465
breakout,lock25_3,ENTRY HOLDOUT / EXIT-USED HISTORY,145,0,77,68,0,0.5310344827586206,0.04195060754421708,0.01654350952147432,-0.050938742412368426,-0.04800328879862731,-0.0016112945043885334,0.007722057385574965,-0.0016112945043885334,0.9325494032082716,7.613793103448276,5.0,-0.21953813037602288,-0.08311384113656257,-0.11510054692584828,0.39990203906300326
breakout,lock25_3,IN-SAMPLE,447,0,254,193,0,0.5682326621923938,0.03942083550763922,0.017073599227174552,-0.044647252867480176,-0.04030578702479637,0.003122980795339347,0.007960413640488273,0.003122980795339347,1.1620036448479003,9.248322147651006,7.0,-0.16202942358134653,-0.07733316545739675,-0.1052511022651432,0.177747724100675
breakout,lock25_4,BOUNDARY / CENSORED,11,0,6,5,0,0.5454545454545454,0.04689428948962534,0.01552223126669694,-0.02446776826174237,-0.022176875268476115,0.014456990511730923,0.01101488828851993,0.014456990511730923,2.2998888491002547,10.909090909090908,10.0,-0.042169318516553145,-0.03362328175062729,-0.042169318516553145,0.9608520624849328
breakout,lock25_4,ENTRY HOLDOUT / EXIT-USED HISTORY,142,0,67,75,0,0.47183098591549294,0.04907396256748813,0.01982283008690855,-0.049332045855580715,-0.04613319414776651,-0.0029010418813158294,-0.008427051881399139,-0.0029010418813158294,0.8886598112843123,8.380281690140846,6.0,-0.21953813037602288,-0.08548021213135666,-0.11602065639063687,0.392877057610127
breakout,lock25_4,IN-SAMPLE,436,0,231,205,0,0.5298165137614679,0.04645977839020972,0.02004806802873693,-0.04427039271872932,-0.03971958441448509,0.0037999502311902153,0.0080783955563003,0.0037999502311902153,1.1825564417532657,10.19954128440367,7.0,-0.16202942358134653,-0.07866725342266273,-0.10650322930785223,0.16948619399499157
breakout,skip_bars_since_rsi_up_5,BOUNDARY / CENSORED,8,0,4,4,0,0.5,0.10251306964636664,0.1010695417551436,-0.03022157248282531,-0.030926091598392047,0.036145748581770665,-0.006243952356289328,0.036145748581770665,3.392049493937618,14.375,11.5,-0.04580156887576692,-0.044530281250042096,-0.04580156887576692,1.0
breakout,skip_bars_since_rsi_up_5,ENTRY HOLDOUT / EXIT-USED HISTORY,119,2,38,81,0,0.31932773109243695,0.08764399510497765,0.044039515338515245,-0.049490043929466446,-0.04613319414776651,-0.0056993423890557325,-0.028956952794716884,-0.0056993423890557325,0.8308122747632806,10.630252100840336,8.0,-0.21953813037602288,-0.09040390079098146,-0.12833082381009212,0.4860640550240494
breakout,skip_bars_since_rsi_up_5,IN-SAMPLE,390,0,162,228,0,0.4153846153846154,0.0688229728882411,0.04036000006593954,-0.04222060267852014,-0.0378727787731879,0.003905190249211454,-0.012768430247553864,0.003905190249211454,1.1582149534980248,12.235897435897435,10.0,-0.16202942358134653,-0.08101642341361019,-0.10780331782031904,0.19105671020853485
breakout,skip_candle_range_atr_3,BOUNDARY / CENSORED,11,0,5,6,0,0.45454545454545453,0.0754021602546839,0.0181347150259068,-0.02802340169741313,-0.023627060126588773,0.01898821737172188,-0.013232537858750226,0.01898821737172188,2.2422379061629156,13.454545454545455,12.0,-0.04580156887576692,-0.04398544369616003,-0.04580156887576692,1.0
breakout,skip_candle_range_atr_3,ENTRY HOLDOUT / EXIT-USED HISTORY,110,1,38,72,0,0.34545454545454546,0.08482844587619208,0.044039515338515245,-0.050058728337021394,-0.045666893452317114,-0.0034613408815476537,-0.020280213431695227,-0.0034613408815476537,0.8943608865862592,11.263636363636364,9.5,-0.21953813037602288,-0.09061530411966694,-0.12833082381009212,0.4103354293140052
breakout,skip_candle_range_atr_3,IN-SAMPLE,362,0,150,212,0,0.4143646408839779,0.07065870305297965,0.03792227858091435,-0.04138191934977667,-0.03794997738174871,0.005043752916558828,-0.011953032658281293,0.005043752916558828,1.208120989872455,12.240331491712707,10.0,-0.16202942358134653,-0.07950084868789875,-0.10262708033469466,0.20098045160968409
breakout,skip_distance_to_upper_band_atr_1,BOUNDARY / CENSORED,9,0,4,5,0,0.4444444444444444,0.10251306964636664,0.1010695417551436,-0.029192706983200534,-0.02507724498470143,0.029343193741051543,-0.013232537858750226,0.029343193741051543,2.8092788984689805,14.11111111111111,12.0,-0.04580156887576692,-0.04434866873208141,-0.04580156887576692,1.0
breakout,skip_distance_to_upper_band_atr_1,ENTRY HOLDOUT / EXIT-USED HISTORY,108,2,39,69,0,0.3611111111111111,0.075673620382736,0.04353303278555676,-0.050739339717179616,-0.045426962689717465,-0.005090215236654537,-0.015500439508955466,-0.005090215236654537,0.842976013123079,11.12037037037037,9.0,-0.21953813037602288,-0.08879155754400424,-0.12825252628094932,0.3948135312928745
breakout,skip_distance_to_upper_band_atr_1,IN-SAMPLE,362,0,153,209,0,0.42265193370165743,0.07047588515609314,0.04001896200604449,-0.04051177635882402,-0.03437274882098118,0.006397373397480749,-0.011664751065284806,0.006397373397480749,1.2735159756905665,12.220994475138122,10.0,-0.16202942358134653,-0.078931943126754,-0.10526438832368937,0.1975507889627412
breakout,time_10,BOUNDARY / CENSORED,12,0,6,6,0,0.5,0.07328093585663986,0.019337056424044707,-0.02802340169741313,-0.023627060126588773,0.022628767079613366,-0.006243952356289328,0.022628767079613366,2.6149907369526986,12.916666666666666,11.5,-0.04580156887576692,-0.043803831178199346,-0.04580156887576692,0.9983064418745318
breakout,time_10,ENTRY HOLDOUT / EXIT-USED HISTORY,124,2,44,80,0,0.3548387096774194,0.07909804150898929,0.04304738144011577,-0.04922847705909767,-0.04602000918134164,-0.0036932607930023004,-0.020237842604293788,-0.0036932607930023004,0.883714578001644,11.209677419354838,9.0,-0.21953813037602288,-0.08968605167514226,-0.12290598073343549,0.380054357949233
breakout,time_10,IN-SAMPLE,411,0,173,238,0,0.4209245742092457,0.06823243460519603,0.0387848477951076,-0.042075271428277036,-0.03794997738174871,0.004355952765861258,-0.011702672274488068,0.004355952765861258,1.1787808922178649,12.30170316301703,10.0,-0.16202942358134653,-0.08031121657386336,-0.1065324993013672,0.18045701434600192
breakout,time_15,BOUNDARY / CENSORED,12,0,6,6,0,0.5,0.07328093585663986,0.019337056424044707,-0.02802340169741313,-0.023627060126588773,0.022628767079613366,-0.006243952356289328,0.022628767079613366,2.6149907369526986,12.916666666666666,11.5,-0.04580156887576692,-0.043803831178199346,-0.04580156887576692,0.9983064418745318
breakout,time_15,ENTRY HOLDOUT / EXIT-USED HISTORY,124,2,44,80,0,0.3548387096774194,0.07909804150898929,0.04304738144011577,-0.04922847705909767,-0.04602000918134164,-0.0036932607930023004,-0.020237842604293788,-0.0036932607930023004,0.883714578001644,11.209677419354838,9.0,-0.21953813037602288,-0.08968605167514226,-0.12290598073343549,0.380054357949233
breakout,time_15,IN-SAMPLE,411,0,173,238,0,0.4209245742092457,0.06823243460519603,0.0387848477951076,-0.042075271428277036,-0.03794997738174871,0.004355952765861258,-0.011702672274488068,0.004355952765861258,1.1787808922178649,12.30170316301703,10.0,-0.16202942358134653,-0.08031121657386336,-0.1065324993013672,0.18045701434600192
breakout,time_5,BOUNDARY / CENSORED,12,0,6,6,0,0.5,0.07328093585663986,0.019337056424044707,-0.02802340169741313,-0.023627060126588773,0.022628767079613366,-0.006243952356289328,0.022628767079613366,2.6149907369526986,12.916666666666666,11.5,-0.04580156887576692,-0.043803831178199346,-0.04580156887576692,0.9983064418745318
breakout,time_5,ENTRY HOLDOUT / EXIT-USED HISTORY,127,2,43,84,0,0.33858267716535434,0.0800444116855731,0.04256173009467479,-0.048725617332072715,-0.044777232630667074,-0.005126316168617841,-0.023708981931997553,-0.005126316168617841,0.8409357900272091,10.598425196850394,8.0,-0.21953813037602288,-0.09068577189589543,-0.12304286106906479,0.38429492667970827
breakout,time_5,IN-SAMPLE,418,0,176,242,0,0.42105263157894735,0.0664720396126328,0.0375730209800359,-0.04102939990296218,-0.03483920187461076,0.004234364103604128,-0.010785411484646568,0.004234364103604128,1.1782600196638509,11.930622009569378,9.0,-0.16202942358134653,-0.07974777792993672,-0.1065324993013672,0.1820786672687418
meanrev,baseline,ENTRY HOLDOUT / EXIT-USED HISTORY,10,1,3,7,0,0.3,0.16178625562555707,0.128912119821051,-0.06171434863831027,-0.0611915456711396,0.005335832640849936,-0.04062627942377239,0.005335832640849936,1.1235145185284379,10.8,6.5,-0.10417027794415878,-0.09630421498536448,-0.10417027794415878,1.0
meanrev,baseline,IN-SAMPLE,45,0,24,21,0,0.5333333333333333,0.05974212798517801,0.0462702623958372,-0.03569340009930182,-0.03529946125913064,0.015205548212420757,0.004226827778222031,0.015205548212420757,1.9128667346735013,11.644444444444444,10.0,-0.07538102799497814,-0.05985820380116238,-0.06754031259806936,0.502476713901576
meanrev,breakeven_1,ENTRY HOLDOUT / EXIT-USED HISTORY,10,1,0,8,2,0.0,,,-0.047192576268591,-0.05451652754160885,-0.037754061014872796,-0.03057974386495299,-0.037754061014872796,0.0,3.1,2.0,-0.10417027794415878,-0.09630421498536448,-0.10417027794415878,
meanrev,breakeven_1,IN-SAMPLE,46,0,16,17,13,0.34782608695652173,0.06988684615803077,0.06191323211066957,-0.03214670179593097,-0.02874775392887874,0.012428165391253607,0.0,0.012428165391253607,2.0461152010276864,8.41304347826087,6.0,-0.07538102799497814,-0.05980991056220378,-0.06754031259806936,0.6245523001551821
meanrev,breakeven_2,ENTRY HOLDOUT / EXIT-USED HISTORY,10,1,1,8,1,0.1,0.039319868057414054,0.039319868057414054,-0.05148512239482436,-0.05957001426766806,-0.03725611111011808,-0.03867892080137458,-0.03725611111011808,0.09546415116750008,5.8,5.0,-0.10417027794415878,-0.09630421498536448,-0.10417027794415878,1.0
meanrev,breakeven_2,IN-SAMPLE,45,0,20,16,9,0.4444444444444444,0.06215766433967237,0.051565567659871414,-0.03983635958364612,-0.03617615528855134,0.013461589632335767,0.0,0.013461589632335767,1.9504061424449832,10.088888888888889,9.0,-0.07538102799497814,-0.05985820380116238,-0.06754031259806936,0.5624840665085781
meanrev,breakeven_3,ENTRY HOLDOUT / EXIT-USED HISTORY,10,1,1,8,1,0.1,0.039319868057414054,0.039319868057414054,-0.054064520872359426,-0.05957001426766806,-0.039319629892146137,-0.04062627942377239,-0.039319629892146137,0.09090959150050565,5.9,5.0,-0.10417027794415878,-0.09630421498536448,-0.10417027794415878,1.0
meanrev,breakeven_3,IN-SAMPLE,45,0,22,17,6,0.4888888888888889,0.062883748233528,0.051565567659871414,-0.04002175621779947,-0.03674302511131333,0.015623835676333893,0.0,0.015623835676333893,2.0333682474938426,11.0,9.0,-0.07538102799497814,-0.05985820380116238,-0.06754031259806936,0.520770972320073
meanrev,breakeven_4,ENTRY HOLDOUT / EXIT-USED HISTORY,10,1,2,7,1,0.2,0.17822332352781012,0.17822332352781012,-0.06171434863831027,-0.0611915456711396,-0.007555379341255164,-0.04062627942377239,-0.007555379341255164,0.825107138014323,8.6,6.5,-0.10417027794415878,-0.09630421498536448,-0.10417027794415878,1.0
meanrev,breakeven_4,IN-SAMPLE,45,0,24,19,2,0.5333333333333333,0.05974212798517801,0.0462702623958372,-0.0379561035050053,-0.03560928546578934,0.01583655788998159,0.004226827778222031,0.01583655788998159,1.9881846039044808,11.511111111111111,10.0,-0.07538102799497814,-0.05985820380116238,-0.06754031259806936,0.502476713901576
meanrev,early_3,ENTRY HOLDOUT / EXIT-USED HISTORY,10,1,3,7,0,0.3,0.16178625562555707,0.128912119821051,-0.056781877889510994,-0.0611915456711396,0.008788562165009428,-0.02336263180297493,0.008788562165009428,1.221110841589048,10.6,5.5,-0.10417027794415878,-0.09630421498536448,-0.10417027794415878,1.0
meanrev,early_3,IN-SAMPLE,45,0,22,23,0,0.4888888888888889,0.061670099427063446,0.0462702623958372,-0.03487290278035436,-0.03529946125913064,0.012325898298827676,-0.00011654540743621933,0.012325898298827676,1.6915365815074297,10.622222222222222,9.0,-0.07538102799497814,-0.05985820380116238,-0.06754031259806936,0.5310195867194245
meanrev,lock25_1,ENTRY HOLDOUT / EXIT-USED HISTORY,10,1,2,8,0,0.2,0.0025957317030445015,0.0025957317030445015,-0.047192576268591,-0.05451652754160885,-0.037234914674263896,-0.03057974386495299,-0.037234914674263896,0.013750741685891441,3.1,2.0,-0.10417027794415878,-0.09630421498536448,-0.10417027794415878,1.0
meanrev,lock25_1,IN-SAMPLE,46,0,29,17,0,0.6304347826086957,0.029511503346906075,0.009637171920277021,-0.03214670179593097,-0.02874775392887874,0.0067247753593358646,0.0055009680590818455,0.0067247753593358646,1.566044102683773,6.5,5.0,-0.07538102799497814,-0.05980991056220378,-0.06754031259806936,0.6515847163289078
meanrev,lock25_2,ENTRY HOLDOUT / EXIT-USED HISTORY,10,1,2,8,0,0.2,0.027568787280989326,0.027568787280989326,-0.05148512239482436,-0.05957001426766806,-0.03567434045966163,-0.03867892080137458,-0.03567434045966163,0.13386773692394258,5.8,5.0,-0.10417027794415878,-0.09630421498536448,-0.10417027794415878,1.0
meanrev,lock25_2,IN-SAMPLE,45,0,29,16,0,0.6444444444444445,0.030984199528797614,0.010829789784338129,-0.03983635958364612,-0.03617615528855134,0.0058035562888176205,0.007288152240936929,0.0058035562888176205,1.409738797241914,7.5777777777777775,6.0,-0.07538102799497814,-0.05985820380116238,-0.06754031259806936,0.6216006509780756
meanrev,lock25_3,ENTRY HOLDOUT / EXIT-USED HISTORY,10,1,2,8,0,0.2,0.027568787280989326,0.027568787280989326,-0.054064520872359426,-0.05957001426766806,-0.037737859241689674,-0.04062627942377239,-0.037737859241689674,0.12748095625445519,5.9,5.0,-0.10417027794415878,-0.09630421498536448,-0.10417027794415878,1.0
meanrev,lock25_3,IN-SAMPLE,45,0,28,17,0,0.6222222222222222,0.03742705772700493,0.016681539697722347,-0.04002175621779947,-0.03674302511131333,0.008168616903412154,0.009637171920277021,0.008168616903412154,1.5402763769919725,8.777777777777779,7.0,-0.07538102799497814,-0.05985820380116238,-0.06754031259806936,0.5640096184995014
meanrev,lock25_4,ENTRY HOLDOUT / EXIT-USED HISTORY,10,1,3,7,0,0.3,0.12408811785339495,0.039319868057414054,-0.06171434863831027,-0.0611915456711396,-0.005973608690798704,-0.04062627942377239,-0.005973608690798704,0.861722162034721,8.6,6.5,-0.10417027794415878,-0.09630421498536448,-0.10417027794415878,1.0
meanrev,lock25_4,IN-SAMPLE,45,0,26,19,0,0.5777777777777777,0.043948598554166225,0.0211563661856059,-0.0379561035050053,-0.03560928546578934,0.009366613240293805,0.010829789784338129,0.009366613240293805,1.584466843053163,9.6,9.0,-0.07538102799497814,-0.05985820380116238,-0.06754031259806936,0.5220494861813963
meanrev,time_10,ENTRY HOLDOUT / EXIT-USED HISTORY,10,1,3,7,0,0.3,0.16178625562555707,0.128912119821051,-0.06171434863831027,-0.0611915456711396,0.005335832640849936,-0.04062627942377239,0.005335832640849936,1.1235145185284379,10.8,6.5,-0.10417027794415878,-0.09630421498536448,-0.10417027794415878,1.0
meanrev,time_10,IN-SAMPLE,45,0,23,22,0,0.5111111111111111,0.06215583668982827,0.0490759380865573,-0.03444212864509416,-0.033784106557692484,0.014930164748310637,0.00279795965155083,0.014930164748310637,1.8866749690039004,11.4,10.0,-0.07538102799497814,-0.05985820380116238,-0.06754031259806936,0.5039623783815407
meanrev,time_15,ENTRY HOLDOUT / EXIT-USED HISTORY,10,1,3,7,0,0.3,0.16178625562555707,0.128912119821051,-0.06171434863831027,-0.0611915456711396,0.005335832640849936,-0.04062627942377239,0.005335832640849936,1.1235145185284379,10.8,6.5,-0.10417027794415878,-0.09630421498536448,-0.10417027794415878,1.0
meanrev,time_15,IN-SAMPLE,45,0,24,21,0,0.5333333333333333,0.05974212798517801,0.0462702623958372,-0.03569340009930182,-0.03529946125913064,0.015205548212420757,0.004226827778222031,0.015205548212420757,1.9128667346735013,11.644444444444444,10.0,-0.07538102799497814,-0.05985820380116238,-0.06754031259806936,0.502476713901576
meanrev,time_5,ENTRY HOLDOUT / EXIT-USED HISTORY,10,1,3,7,0,0.3,0.16178625562555707,0.128912119821051,-0.057690047952042946,-0.0611915456711396,0.008152843121237064,-0.026541227021836755,0.008152843121237064,1.2018878326172708,10.8,6.5,-0.10417027794415878,-0.09630421498536448,-0.10417027794415878,1.0
meanrev,time_5,IN-SAMPLE,45,0,23,22,0,0.5111111111111111,0.06215583668982827,0.0490759380865573,-0.03495703571176692,-0.033800829525838905,0.014678432404603956,0.00279795965155083,0.014678432404603956,1.8588847901665193,11.11111111111111,9.0,-0.07538102799497814,-0.05985820380116238,-0.06754031259806936,0.5039623783815407
pullback,baseline,BOUNDARY / CENSORED,2,0,1,1,0,0.5,0.005770653987696273,0.005770653987696273,-0.0020724554346799318,-0.0020724554346799318,0.0018490992765081704,0.0018490992765081704,0.0018490992765081704,2.7844526309862423,5.0,5.0,-0.0020724554346799318,-0.0016802999635611216,-0.0020724554346799318,1.0
pullback,baseline,ENTRY HOLDOUT / EXIT-USED HISTORY,82,0,29,53,0,0.35365853658536583,0.05221633961845925,0.027472009792860907,-0.027201560075253144,-0.02239454032517796,0.0008852581091085487,-0.012271701598742357,0.0008852581091085487,1.0503516937208943,5.024390243902439,3.0,-0.1245550227332578,-0.05878848612728655,-0.08417384478301271,0.5016393479944483
pullback,baseline,IN-SAMPLE,279,0,125,154,0,0.44802867383512546,0.06127837933898768,0.03172888715842115,-0.027483506116089358,-0.0210106501500526,0.012284363711454116,-0.005836987939969229,0.012284363711454116,1.809774344603752,6.10752688172043,4.0,-0.1126027235719641,-0.06712365165070505,-0.0818990279842723,0.2123821083638621
pullback,breakeven_1,BOUNDARY / CENSORED,1,0,0,1,0,0.0,,,-0.0026739557904008615,-0.0026739557904008615,-0.0026739557904008615,-0.0026739557904008615,-0.0026739557904008615,0.0,2.0,2.0,-0.0026739557904008615,-0.0026739557904008615,-0.0026739557904008615,
pullback,breakeven_1,ENTRY HOLDOUT / EXIT-USED HISTORY,83,0,24,41,18,0.2891566265060241,0.05577030182919316,0.04191123792932605,-0.026620989147484793,-0.024041849716824215,0.002976225166912763,0.0,0.002976225166912763,1.2263267213015774,4.0843373493975905,2.0,-0.0894435172802529,-0.04786816106925105,-0.06884118347024126,0.5675207961274735
pullback,breakeven_1,IN-SAMPLE,281,0,85,121,75,0.302491103202847,0.0559212517439751,0.02349234046832982,-0.026808962767710498,-0.01876552678381127,0.005371608196956985,0.0,0.005371608196956985,1.4653130855063679,4.5088967971530245,2.0,-0.1126027235719641,-0.06463029962884637,-0.07960914422625041,0.31699427241245504
pullback,breakeven_2,BOUNDARY / CENSORED,2,0,1,0,1,0.5,0.005770653987696273,0.005770653987696273,,,0.0028853269938481363,0.0028853269938481363,0.0028853269938481363,inf,5.0,5.0,0.0,0.00028853269938481366,0.0,1.0
pullback,breakeven_2,ENTRY HOLDOUT / EXIT-USED HISTORY,83,0,27,40,16,0.3253012048192771,0.053076209568054936,0.03949946091898404,-0.028876613956288856,-0.024710168206625194,0.003349314458866616,0.0,0.003349314458866616,1.240673214410399,4.63855421686747,3.0,-0.0894435172802529,-0.04786816106925105,-0.06884118347024126,0.5300689346625489
