module,scenario,removed_top,trades,censored,winners,losers,ties,win_rate,mean_winner,median_winner,mean_loser,median_loser,average_return,median_return,expectancy,profit_factor,average_holding,median_holding,worst_return,p05_return,expected_shortfall05,top5_share_gross_profit
squeeze,early_3,0,194,0,65,129,0,0.33505154639175255,0.08232219777725393,0.05451942130163734,-0.034648622641380945,-0.030821786052953493,0.004542631622594654,-0.016838445300719762,0.004542631622594654,1.197166698483576,11.54639175257732,8.0,-0.14879647972730503,-0.07141632545390404,-0.09162512580865852,0.3087854897733844
squeeze,early_3,1,193,0,64,129,0,0.3316062176165803,0.07726875830825546,0.053582172636585046,-0.034648622641380945,-0.030821786052953493,0.002463876740881901,-0.01715177514435351,0.002463876740881901,1.106389949165597,11.362694300518134,8.0,-0.14879647972730503,-0.07146199255694312,-0.09162512580865852,0.2988115708447655
squeeze,early_3,3,191,0,62,129,0,0.32460732984293195,0.06876514103381566,0.05207354389530372,-0.034648622641380945,-0.030821786052953493,-0.0010797569457673911,-0.018272849430061577,-0.0010797569457673911,0.953859352130871,11.146596858638743,8.0,-0.14879647972730503,-0.07155332676302129,-0.09162512580865852,0.2632720438582992
squeeze,early_3,5,189,0,60,129,0,0.31746031746031744,0.061644155752165086,0.049733146550707485,-0.034648622641380945,-0.030821786052953493,-0.004079486643429825,-0.019058768022069517,-0.004079486643429825,0.8274989931519395,11.047619047619047,8.0,-0.14879647972730503,-0.07164466096909945,-0.09162512580865852,0.22990711602228672
squeeze,lock25_1,0,211,0,126,85,0,0.5971563981042654,0.020268014685739775,0.00567993977942538,-0.029664268842647827,-0.020605335650332623,0.0001531137382850554,0.003150237318535254,0.0001531137382850554,1.0128127998226604,4.9336492890995265,3.0,-0.14879647972730503,-0.06334450048883511,-0.08275497869791765,0.4936454527226013
squeeze,lock25_1,1,210,0,125,85,0,0.5952380952380952,0.017419821206933677,0.00564515845495972,-0.029664268842647827,-0.020605335650332623,-0.0016380247655159801,0.0030051312114219852,-0.0016380247655159801,0.8635771292300977,4.785714285714286,3.0,-0.14879647972730503,-0.06362043275971152,-0.08275497869791765,0.45862677084192643
squeeze,lock25_1,3,208,0,123,85,0,0.5913461538461539,0.012850609276100839,0.0056365822153443546,-0.029664268842647827,-0.020605335650332623,-0.0045232591858878,0.0028415802920432887,-0.0045232591858878,0.6268682245077303,4.668269230769231,3.0,-0.14879647972730503,-0.06417229730146433,-0.08275497869791765,0.36278560747675176
squeeze,lock25_1,5,206,0,121,85,0,0.587378640776699,0.010686884102905693,0.0055444556740291695,-0.029664268842647827,-0.020605335650332623,-0.005962863471715906,0.002806386208680678,-0.005962863471715906,0.5128423667309581,4.519417475728155,3.0,-0.14879647972730503,-0.06472416184321717,-0.08275497869791765,0.30746423416095225
squeeze,lock25_2,0,206,0,122,84,0,0.5922330097087378,0.027642478481319534,0.008627489002341227,-0.04042902039784188,-0.037433743701690225,-0.00011483174125114,0.005274272768653554,-0.00011483174125114,0.9930344299168805,6.878640776699029,5.0,-0.14879647972730503,-0.0753087497141808,-0.09595071921849817,0.37972416017588995
squeeze,lock25_2,1,205,0,121,84,0,0.5902439024390244,0.024761075827970914,0.008571438504817452,-0.04042902039784188,-0.037433743701690225,-0.0019509636011426211,0.0052322763627055124,-0.0019509636011426211,0.8822311258046606,6.736585365853658,5.0,-0.14879647972730503,-0.07533844970583839,-0.09595071921849817,0.35011272326906456
squeeze,lock25_2,3,203,0,119,84,0,0.5862068965517241,0.020161659372085493,0.008567147654447105,-0.04042902039784188,-0.037433743701690225,-0.0049103460499534185,0.005212064095591273,-0.0049103460499534185,0.706481396186532,6.635467980295567,5.0,-0.14879647972730503,-0.07539784968915354,-0.09595071921849817,0.296087957793922
