module,scenario,trades,censored,winners,losers,ties,win_rate,mean_winner,median_winner,mean_loser,median_loser,average_return,median_return,expectancy,profit_factor,average_holding,median_holding,worst_return,p05_return,expected_shortfall05,top5_share_gross_profit,fraction_trades_removed,status
pullback,breakeven_1,365,0,109,163,93,0.29863013698630136,0.055888015065491,0.025333288944128896,-0.026613613532087407,-0.020271826814071803,0.004804862017556908,0.0,0.004804862017556908,1.40428007210011,4.405479452054794,2.0,-0.1126027235719641,-0.06074770572998076,-0.07868251878685091,0.24734437700583936,-0.005509641873278293,MIXED
pullback,breakeven_2,364,0,129,181,54,0.3543956043956044,0.05501359228251264,0.02673704460821491,-0.027460611246922336,-0.02156208713716512,0.005841710903162604,0.0,0.005841710903162604,1.4278117115615743,5.085164835164835,3.0,-0.1126027235719641,-0.06496488883924487,-0.08008635891505919,0.22923213368567993,-0.0027548209366390353,MIXED
pullback,breakeven_3,363,0,144,192,27,0.39669421487603307,0.05693559303089535,0.02742325651397992,-0.027681120890299366,-0.0215418122129159,0.007944766351271216,-0.003614169033499981,0.007944766351271216,1.542628817033778,5.542699724517906,3.0,-0.1245550227332578,-0.06676116555876993,-0.08321957411186114,0.19842156511870127,0.0,MIXED
pullback,breakeven_4,363,0,151,199,13,0.41597796143250687,0.05886972993457474,0.029164028354140337,-0.027364904618053597,-0.02152153728866668,0.009486813226248267,-0.005009312803231469,0.009486813226248267,1.6323826705954823,5.765840220385675,4.0,-0.1245550227332578,-0.06676116555876993,-0.08321957411186114,0.18300637594337366,0.0,MIXED
pullback,early_3,363,0,155,208,0,0.42699724517906334,0.059224786582557906,0.02950535400509713,-0.027289495583177205,-0.0215418122129159,0.009651864570235856,-0.006786271286123524,0.009651864570235856,1.6172470191514776,5.856749311294766,4.0,-0.1245550227332578,-0.06676116555876993,-0.08321957411186114,0.17721480819239438,0.0,MIXED
pullback,lock25_1,365,0,207,158,0,0.5671232876712329,0.029733391446302892,0.0074054214815442165,-0.027321407261080278,-0.021186964003865716,0.005035697759271273,0.002805781494384485,0.005035697759271273,1.425786971470692,3.9917808219178084,2.0,-0.1126027235719641,-0.06074770572998076,-0.07868251878685091,0.2448118473917908,-0.005509641873278293,MIXED
pullback,lock25_2,364,0,189,175,0,0.5192307692307693,0.03782424900959414,0.01084313613879484,-0.028265206799019654,-0.02208525231546077,0.006050472178529813,0.0018934074554574076,0.006050472178529813,1.4452464197707025,4.722527472527473,3.0,-0.1126027235719641,-0.06496488883924487,-0.08008635891505919,0.2275637560753785,-0.0027548209366390353,MIXED
pullback,lock25_3,363,0,174,189,0,0.4793388429752066,0.046375840772519814,0.0200456979444672,-0.028070244669690502,-0.02166027222636524,0.007614655790211964,-0.0027227873849396955,0.007614655790211964,1.5210134073069783,5.297520661157025,3.0,-0.1245550227332578,-0.06676116555876993,-0.08321957411186114,0.2016016893688926,0.0,MIXED
pullback,lock25_4,363,0,165,198,0,0.45454545454545453,0.051903526503966145,0.023875827724626486,-0.027484857828076595,-0.0215418122129159,0.008600771413761015,-0.005009312803231469,0.008600771413761015,1.5737006545153371,5.595041322314049,3.0,-0.1245550227332578,-0.06676116555876993,-0.08321957411186114,0.18995660588455343,0.0,MIXED
pullback,skip_bb_width_5,289,0,128,161,0,0.4429065743944637,0.05444283227587974,0.029600448475641028,-0.021063939141490517,-0.017143118499322263,0.012378506330562745,-0.005066340818945192,0.012378506330562745,2.054874073636839,6.031141868512111,4.0,-0.0894435172802529,-0.03941608024175478,-0.05472328140324398,0.2028291105217589,0.20385674931129472,MIXED
pullback,skip_candle_range_atr_4,299,0,129,170,0,0.431438127090301,0.062267016100752325,0.03279489753850107,-0.026588528937827823,-0.02025832415670764,0.011747140995205078,-0.006812500958927603,0.011747140995205078,1.777069992627135,6.026755852842809,4.0,-0.1245550227332578,-0.06466966306536384,-0.08517623433017767,0.19321892585436576,0.1763085399449036,MIXED
pullback,skip_rsi_distance_from_avg_2,282,0,121,161,0,0.42907801418439717,0.0632132107219598,0.02950535400509713,-0.02790880829471648,-0.02116890958104045,0.011189646673431851,-0.006023411310024818,0.011189646673431851,1.7022606160496623,6.024822695035461,4.0,-0.1245550227332578,-0.07003901752511808,-0.08681319429278551,0.21268751238563094,0.22314049586776863,MIXED
pullback,time_10,363,0,155,208,0,0.42699724517906334,0.059224786582557906,0.02950535400509713,-0.027289495583177205,-0.0215418122129159,0.009651864570235856,-0.006786271286123524,0.009651864570235856,1.6172470191514776,5.856749311294766,4.0,-0.1245550227332578,-0.06676116555876993,-0.08321957411186114,0.17721480819239438,0.0,MIXED
pullback,time_15,363,0,155,208,0,0.42699724517906334,0.059224786582557906,0.02950535400509713,-0.027289495583177205,-0.0215418122129159,0.009651864570235856,-0.006786271286123524,0.009651864570235856,1.6172470191514776,5.856749311294766,4.0,-0.1245550227332578,-0.06676116555876993,-0.08321957411186114,0.17721480819239438,0.0,MIXED
pullback,time_5,363,0,155,208,0,0.42699724517906334,0.059224786582557906,0.02950535400509713,-0.027289495583177205,-0.0215418122129159,0.009651864570235856,-0.006786271286123524,0.009651864570235856,1.6172470191514776,5.856749311294766,4.0,-0.1245550227332578,-0.06676116555876993,-0.08321957411186114,0.17721480819239438,0.0,MIXED
squeeze,baseline,194,1,66,128,0,0.3402061855670103,0.081788895659874,0.053582172636585046,-0.036871951958035026,-0.03166704791833019,0.0034972023862020634,-0.01926292279803754,0.0034972023862020634,1.1437528279658231,11.95360824742268,8.0,-0.14879647972730503,-0.07507114978092018,-0.09352004371755626,0.3060898420924718,0.0,TAIL-SENSITIVE
squeeze,breakeven_1,209,0,32,95,82,0.15311004784688995,0.07607852309849378,0.04094382061914126,-0.030754163533650004,-0.019741090575221,-0.002330778930837079,0.0,-0.002330778930837079,0.8332676600932089,5.923444976076555,4.0,-0.2336822901848492,-0.07122243977000373,-0.10088836661092446,0.53385129975629,-0.07731958762886593,TAIL-SENSITIVE
squeeze,breakeven_2,202,0,46,88,68,0.22772277227722773,0.07309682427174931,0.04444193654864159,-0.03850098864343339,-0.03529913774584936,-0.00012689645604787504,0.0,-0.00012689645604787504,0.9924343489063404,8.247524752475247,6.0,-0.14879647972730503,-0.07542754968081111,-0.09595071921849817,0.3865235992355507,-0.04123711340206193,TAIL-SENSITIVE
squeeze,breakeven_3,198,0,55,99,44,0.2777777777777778,0.07167229735721299,0.05150216381907469,-0.03882526293696167,-0.03414937066490009,0.0004963400196338852,-8.807542132543977e-05,0.0004963400196338852,1.0255678896722356,9.808080808080808,7.0,-0.14879647972730503,-0.07495234981428987,-0.09352004371755626,0.3296995398101298,-0.020618556701030855,TAIL-SENSITIVE
squeeze,breakeven_4,196,0,62,107,27,0.3163265306122449,0.06981265672434009,0.047544193656259726,-0.03850322110908783,-0.0329800062846336,0.0010639798889626908,-0.008544884110568918,0.0010639798889626908,1.050618427517092,11.127551020408163,8.0,-0.14879647972730503,-0.07501174979760503,-0.09352004371755626,0.32125920876453,-0.010309278350515427,TAIL-SENSITIVE
squeeze,early_3,194,1,65,129,0,0.33505154639175255,0.08232219777725393,0.05451942130163734,-0.034648622641380945,-0.030821786052953493,0.004542631622594654,-0.016838445300719762,0.004542631622594654,1.197166698483576,11.54639175257732,8.0,-0.14879647972730503,-0.07141632545390404,-0.09162512580865852,0.3087854897733844,0.0,TAIL-SENSITIVE
squeeze,lock25_1,211,0,126,85,0,0.5971563981042654,0.020268014685739775,0.00567993977942538,-0.029664268842647827,-0.020605335650332623,0.0001531137382850554,0.003150237318535254,0.0001531137382850554,1.0128127998226604,4.9336492890995265,3.0,-0.14879647972730503,-0.06334450048883511,-0.08275497869791765,0.4936454527226013,-0.08762886597938135,TAIL-SENSITIVE
squeeze,lock25_2,206,0,122,84,0,0.5922330097087378,0.027642478481319534,0.008627489002341227,-0.04042902039784188,-0.037433743701690225,-0.00011483174125114,0.005274272768653554,-0.00011483174125114,0.9930344299168805,6.878640776699029,5.0,-0.14879647972730503,-0.0753087497141808,-0.09595071921849817,0.37972416017588995,-0.061855670103092786,TAIL-SENSITIVE
squeeze,lock25_3,201,0,105,96,0,0.5223880597014925,0.0376628636073304,0.013011882547812936,-0.0401250760122669,-0.03539028545874412,0.000510414833791394,0.006094946338152996,0.000510414833791394,1.0266337453896415,8.577114427860696,6.0,-0.14879647972730503,-0.07486324983931714,-0.09182397154680726,0.32381905761248586,-0.03608247422680422,TAIL-SENSITIVE
squeeze,lock25_4,198,0,92,106,0,0.46464646464646464,0.048627364821126715,0.01865286196709659,-0.038856414906499256,-0.03323052042904062,0.0017926140578522,-0.007846913485746843,0.0017926140578522,1.0861754172766165,10.166666666666666,8.0,-0.14879647972730503,-0.07495234981428987,-0.09352004371755626,0.2905118107277117,-0.020618556701030855,TAIL-SENSITIVE
squeeze,skip_bars_since_oversold_4,147,1,57,90,0,0.3877551020408163,0.08514081472473528,0.05264492397153275,-0.03730288125711263,-0.0319917865097169,0.010175286572583504,-0.015049065445607801,0.010175286572583504,1.4455321995281747,12.727891156462585,9.0,-0.14879647972730503,-0.07400727422554562,-0.09195199244187303,0.34046662037690284,0.24226804123711343,MIXED
squeeze,skip_bars_since_rsi_up_5,170,0,61,109,0,0.3588235294117647,0.07521394606085643,0.05150216381907469,-0.03601598947129338,-0.031503395797918055,0.003895928572595676,-0.018665808726065547,0.003895928572595676,1.1687089252270457,12.305882352941177,9.0,-0.14879647972730503,-0.0724025806555102,-0.09202645682306203,0.29798970620434845,0.12371134020618557,TAIL-SENSITIVE
squeeze,skip_candle_range_atr_2,162,1,59,103,0,0.36419753086419754,0.08588695424816424,0.058158820473751094,-0.03497615767246794,-0.031503395797918055,0.009041889261589463,-0.015459393689655598,0.009041889261589463,1.4065976606216692,12.358024691358025,9.0,-0.12011566805892382,-0.07157192001828683,-0.08262760690192303,0.30813618975668694,0.1649484536082474,TAIL-SENSITIVE
squeeze,time_10,194,1,66,128,0,0.3402061855670103,0.081788895659874,0.053582172636585046,-0.036871951958035026,-0.03166704791833019,0.0034972023862020634,-0.01926292279803754,0.0034972023862020634,1.1437528279658231,11.95360824742268,8.0,-0.14879647972730503,-0.07507114978092018,-0.09352004371755626,0.3060898420924718,0.0,TAIL-SENSITIVE
squeeze,time_15,194,1,66,128,0,0.3402061855670103,0.081788895659874,0.053582172636585046,-0.036871951958035026,-0.03166704791833019,0.0034972023862020634,-0.01926292279803754,0.0034972023862020634,1.1437528279658231,11.95360824742268,8.0,-0.14879647972730503,-0.07507114978092018,-0.09352004371755626,0.3060898420924718,0.0,TAIL-SENSITIVE
squeeze,time_5,194,1,64,130,0,0.32989690721649484,0.08262216503298139,0.05510749934877135,-0.035137567698743884,-0.029791592227829566,0.0037110039240933266,-0.017712312287207543,0.0037110039240933266,1.1576079411525821,11.551546391752577,8.0,-0.14879647972730503,-0.0722598232511109,-0.09281200500251137,0.3124716725779698,0.0,TAIL-SENSITIVE
