module,configuration,year,trades,censored,winners,losers,ties,win_rate,mean_winner,median_winner,mean_loser,median_loser,average_return,median_return,expectancy,profit_factor,average_holding,median_holding,worst_return,p05_return,expected_shortfall05,top5_share_gross_profit,group_type,symbol
breakout,ATR3-DYNAMIC-TRENDON,2025.0,106,0,38,68,0,0.3584905660377358,0.09047472804212937,0.056869788185647585,-0.04998699735333484,-0.045031948011342304,0.0003672060903221433,-0.016895741698488898,0.0003672060903221433,1.0114511677845213,16.32075471698113,12.5,-0.16202942358134653,-0.10153026581197003,-0.12716106724276513,0.42089511133655216,year,
breakout,ATR3-DYNAMIC-TRENDON,2026.0,81,3,33,48,0,0.4074074074074074,0.10346210837750447,0.057594940571082054,-0.05810707491910407,-0.05297262895156296,0.0077174071646994155,-0.013714308965773858,0.0077174071646994155,1.2241228733086442,14.975308641975309,11.0,-0.21953813037602288,-0.10548323222690703,-0.1510669160791664,0.42689020871170985,year,
squeeze,ATR1.5-DYNAMIC-TRENDON,2021.0,1,0,1,0,0,1.0,0.001151282833749212,0.001151282833749212,,,0.001151282833749212,0.001151282833749212,0.001151282833749212,inf,10.0,10.0,0.001151282833749212,0.001151282833749212,0.001151282833749212,1.0,year,
squeeze,ATR1.5-DYNAMIC-TRENDON,2022.0,13,0,3,10,0,0.23076923076923078,0.15111698434538537,0.14608369561335044,-0.026755233147480705,-0.01533645195636052,0.014292201658565314,-0.01287908059296905,0.014292201658565314,1.694438432052475,6.076923076923077,4.0,-0.056372870302353606,-0.052891897678253995,-0.056372870302353606,1.0,year,
squeeze,ATR1.5-DYNAMIC-TRENDON,2023.0,48,0,19,29,0,0.3958333333333333,0.020445815362758902,0.015286559729462912,-0.020223698226438432,-0.01761433200035656,-0.004125349097381155,-0.007411547475246083,-0.004125349097381155,0.6623681807946922,5.895833333333333,5.0,-0.06459275273414178,-0.03707333194290271,-0.0496705551216244,0.6492125958507275,year,
squeeze,ATR1.5-DYNAMIC-TRENDON,2024.0,73,0,20,53,0,0.273972602739726,0.03657272643543609,0.028114411371404247,-0.023255207662380203,-0.01753469782938899,-0.006863992841060675,-0.008925258886194443,-0.006863992841060675,0.5934597120750129,5.424657534246576,4.0,-0.14879647972730503,-0.05570945085505594,-0.09023451176090796,0.6136887153124624,year,
squeeze,ATR1.5-DYNAMIC-TRENDON,2025.0,43,0,13,30,0,0.3023255813953488,0.063651988654118,0.05112683860504652,-0.023934603400941043,-0.021097747676152467,0.002545063964541923,-0.010522484131910148,0.002545063964541923,1.1524121772454352,4.813953488372093,4.0,-0.10254949858874707,-0.04966570952978712,-0.07033305501122782,0.6787594990989777,year,
squeeze,ATR1.5-DYNAMIC-TRENDON,2026.0,27,0,10,17,0,0.37037037037037035,0.041081934765568075,0.026336703385254512,-0.02709445512419026,-0.024051584341345467,-0.0018439403502056922,-0.013279187088164002,-0.0018439403502056922,0.8919110522422119,5.296296296296297,5.0,-0.07840371162162074,-0.047695535269956166,-0.06428992952613294,0.8745770238343935,year,
squeeze,ATR1.75-DYNAMIC-TRENDON,2021.0,1,0,0,1,0,0.0,,,-0.007012386824167605,-0.007012386824167605,-0.007012386824167605,-0.007012386824167605,-0.007012386824167605,0.0,10.0,10.0,-0.007012386824167605,-0.007012386824167605,-0.007012386824167605,,year,
squeeze,ATR1.75-DYNAMIC-TRENDON,2022.0,13,0,3,10,0,0.23076923076923078,0.1450470737820381,0.1342304039508102,-0.03103049087866209,-0.020655012174003118,0.009602793273807189,-0.01336884959836071,0.009602793273807189,1.4023020874778889,7.0,7.0,-0.060585177780071,-0.05805779329344056,-0.060585177780071,1.0,year,
squeeze,ATR1.75-DYNAMIC-TRENDON,2023.0,47,0,15,32,0,0.3191489361702128,0.03184421297946269,0.018552981551949843,-0.021016145876038825,-0.020721997676775183,-0.004145818581729832,-0.008960747706764804,-0.004145818581729832,0.710262239430963,6.76595744680851,6.0,-0.07847348156533729,-0.04450464202340963,-0.05967875554346824,0.7193076377625702,year,
squeeze,ATR1.75-DYNAMIC-TRENDON,2024.0,73,0,25,48,0,0.3424657534246575,0.05417504234133669,0.026160920307948476,-0.03177653776482975,-0.020541774152584513,-0.002341065125731652,-0.013266940789860127,-0.002341065125731652,0.8879560163203964,7.109589041095891,5.0,-0.2336822901848492,-0.062424679149471876,-0.12830358145636003,0.6511700109287246,year,
